Date,Open,High,Low,Close,Adj Close,Volume,MACD,MACD_Signal,RSI,Buy_Signal,Sell_Signal,Position,Trade,Portfolio
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.5467529296875,104472000,,,72.50897654644126,0,0,0,0,10000.0
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.3232650756836,146537600,,,69.89028912264459,0,0,0,0,10000.0
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.04955291748047,161940000,,,50.07571531316947,0,0,0,0,10000.0
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.17266082763672,162234000,,,61.151264051482265,0,0,0,0,10000.0
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.78807067871094,216229200,,,67.12695721179881,0,0,0,0,10000.0
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.67388916015625,126743200,,,66.35014561616032,0,0,0,0,10000.0
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.18561553955078,199588400,,,48.05313442272861,0,0,0,0,10000.0
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.97911834716797,173788400,,,47.2230072227958,0,0,0,0,10000.0
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.45446014404297,136616400,,,56.84728184800122,0,0,0,0,10000.0
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.0860366821289,118826800,,,58.90640474668327,0,0,0,0,10000.0
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.9994125366211,105425600,,,61.7489856358085,0,0,0,0,10000.0
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.92559051513672,117684000,0.9704208201534072,,56.00163395491276,0,0,0,0,10000.0
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.29570770263672,109348800,0.9703605119942154,,57.25876625608167,0,0,0,0,10000.0
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.82332611083984,94323200,0.9205655151805416,,55.09503455686912,0,0,0,0,10000.0
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.67145538330078,113730400,1.0224296228836778,,61.2626470760589,0,0,0,0,10000.0
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.1041030883789,94747600,1.0441184875501222,,58.60171658645865,0,0,0,0,10000.0
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.12358093261719,80113600,1.0508081840229977,,58.66811097194841,0,0,0,0,10000.0
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.67479705810547,152531200,0.9254131650621105,,51.990885733617,0,0,0,0,10000.0
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.79974365234375,93984000,0.9087598401214336,,56.162885052430774,0,0,0,0,10000.0
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.99132537841797,100566000,0.8191451535439143,0.9395999947229283,52.62384619818596,0,0,0,0,10000.0
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.22600555419922,129554000,0.5950123346749905,0.8706824627133407,45.8319926965515,0,0,0,0,10000.0
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.6052474975586,222195200,0.11607632228763975,0.7197612346282006,35.66476422421867,0,0,0,0,10000.0
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.14593505859375,230673600,-0.46190587549095596,0.4834278126043693,30.68552596250973,0,0,0,0,10000.0
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.25869750976562,198054800,-0.8183372989029749,0.22307479030290045,35.100658873753815,0,0,0,0,10000.0
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.60064697265625,320605600,-1.4697769753200163,-0.11549556282168288,27.27014637642533,0,0,0,0,10000.0
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.56169128417969,426510000,-1.9666055472521293,-0.4857175597077722,27.21545862074538,0,0,0,0,10000.0
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.75865936279297,341397200,-1.8258971416769327,-0.7537534761016044,45.8252754704623,0,0,0,0,10000.0
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.44788360595703,319475600,-1.8841066332459633,-0.9798241075304762,41.55827299595576,0,0,0,0,10000.0
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.715576171875,219178400,-1.6406060727827452,-1.11198050058093,48.81632617872426,0,0,0,0,10000.0
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.324462890625,187572800,-1.6269729081900692,-1.214978982102758,44.46466282364832,0,0,0,0,10000.0
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.37725830078125,226176800,-1.6753292917892537,-1.307049044040057,42.835662592610326,0,0,0,0,10000.0
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.81097412109375,286744800,-2.150020419377725,-1.4756433191075906,34.77331328776768,0,0,0,0,10000.0
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.47876739501953,285290000,-2.115120413788617,-1.603538738043796,44.24953245098988,0,0,0,0,10000.0
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.06574249267578,255598800,-2.261308568895771,-1.735092704214191,40.9383939193827,0,0,0,0,10000.0
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.442665100097656,418474000,-2.8925236316210743,-1.9665788896955678,33.52360064866738,0,0,0,0,10000.0
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.68419647216797,370732000,-2.7609965925066007,-2.1254624302577745,45.20879568118975,0,0,0,0,10000.0
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.97684097290039,322423600,-3.3396462774677076,-2.368299199699761,36.82638949187659,0,0,0,0,10000.0
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.5700569152832,324056000,-3.5425526050433263,-2.6031498807684743,40.37232042009911,0,0,0,0,10000.0
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.06282424926758,300233600,-3.7846011712910865,-2.839440138872997,39.00204430021745,0,0,0,0,10000.0
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.60262680053711,271857200,-3.96880329881391,-3.0653127708611794,38.5715700072141,0,0,0,0,10000.0
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.81871795654297,401693200,-4.377807073390684,-3.3278116313670805,35.13753305846595,0,0,0,0,10000.0
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.63288879394531,336752800,-4.745484800874692,-3.6113462652686033,34.11255254752233,0,0,0,0,10000.0
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.113956451416016,287531200,-4.530554223938026,-3.795187857002488,42.46656511127042,0,0,0,0,10000.0
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.782798767089844,303602000,-4.337653593508186,-3.903681004303628,42.11909331597693,0,0,0,0,10000.0
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.92876434326172,252087200,-3.879424890018555,-3.8988297814466133,46.590070564116154,1,0,1,1,50.059906005859375
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.3233642578125,204216800,-3.689594079813361,-3.856982641119963,43.587229899210556,0,0,1,0,47.987313386946106
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.04486846923828,167976400,-3.357822588121927,-3.757150630520356,46.06101323846372,0,0,1,0,49.35677297104367
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.91825866699219,197002000,-3.0699923298301854,-3.619718970382322,45.901577925558655,0,0,1,0,49.256047987464775
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.66029357910156,176218400,-3.0763360250399145,-3.5110423813138403,41.88426655366886,0,0,1,0,46.664339983244936
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.6391487121582,165934000,-2.966077475144786,-3.4020494000800294,43.484664415874725,0,0,1,0,47.44301306120479
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.78205490112305,129880000,-2.916090329771464,-3.3048575860183163,42.38404352589841,0,0,1,0,46.76119013324679
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.910057067871094,201820400,-2.4236948619455276,-3.128625041203759,50.46264420429563,0,0,1,0,50.840517978423755
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.1698112487793,202887200,-2.0709214337818196,-2.9170843197193714,49.386179080335424,0,0,1,0,50.25166741125855
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.78662872314453,168895200,-1.638509806946459,-2.661369417164789,51.804507604995514,0,0,1,0,51.53784024068991
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.2541275024414,161834800,-1.2427630349276484,-2.3776481407173606,52.51107168030092,0,0,1,0,51.90974150638917
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.53491973876953,131022800,-0.813642001297282,-2.064846912833345,54.47996240694007,0,0,1,0,52.928606976013164
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.89512634277344,194994800,-0.1929503579801377,-1.6904676018627036,59.2530675279714,0,0,1,0,55.60166875155871
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.25718688964844,131154400,0.24329476317036836,-1.3037151288560893,58.00940300357676,0,0,1,0,55.09417491135124
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.80748748779297,157125200,0.6273810811848364,-0.9174958868479043,58.81247162317108,0,0,1,0,55.53193948096411
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.86028289794922,215250000,0.8435751284503112,-0.5652816837882613,56.79890423646534,0,0,1,0,54.77844247654295
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.43096923828125,130015200,0.8862791075497114,-0.2749695255206667,53.80530916581682,0,0,1,0,53.64142266132343
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.3466567993164,180991600,0.7389243921992374,-0.0721907419766859,49.69227285953928,0,0,1,0,51.98334856619282
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.22887420654297,116862400,0.7692145136069684,0.09609030914004495,53.1734097435754,0,0,1,0,53.48065401327653
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.96833038330078,124814400,0.7628409354393568,0.22944043439990733,52.63051535920713,0,0,1,0,53.27339327356919
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.90167999267578,126161200,0.9075016743339148,0.36505268238670885,56.2038625743604,0,0,1,0,54.81137412849975
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.95038604736328,117087600,1.0144868080885914,0.4949395075270854,56.293305309581534,0,0,1,0,54.8501165530061
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.83274841308594,112004800,0.9952069692336067,0.5949929998683897,53.58856960148583,0,0,1,0,53.96102697407673
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.06072998046875,137280800,1.151239411787401,0.706242282252192,57.92818320206439,0,0,1,0,55.73338944812189
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.5387191772461,183064000,1.3814211830171104,0.8412780624051757,60.562596353314255,0,0,1,0,56.909145776583735
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.38700866699219,240616800,1.451690240210425,0.9633604979662256,57.53907861138087,0,0,1,0,55.99294714077518
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.38288879394531,133568000,1.5717677448615746,1.0850419473452955,59.42537862129609,0,0,1,0,56.785180658438655
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.45426940917969,147751200,1.7356828447903752,1.2151701268343114,61.41144477372816,0,0,1,0,57.63746079620216
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.20179748535156,142333600,1.9055517119436303,1.3532464438561753,62.7803808836657,0,0,1,0,58.23212213591691
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.95907592773438,115215200,2.0789466665883793,1.4983864884026161,64.16716680468735,0,0,1,0,58.8345272315217
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.71942901611328,133838400,2.318541904195257,1.6624175715611444,66.89640158984737,0,0,1,0,60.07227498595213
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.91087341308594,145946400,2.5771588754340087,1.8453658323357174,68.84782372883873,0,0,1,0,61.01753339577247
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.03195190429688,162301200,2.6786146841642307,2.01201560270142,65.76778008877821,0,0,1,0,60.32021113350631
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.1139144897461,200622400,2.652591380189236,2.1401307581989832,62.616922383876584,0,0,1,0,59.59189611388788
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.57537078857422,158929200,2.6396663899475925,2.2400378845487054,63.561922672839735,0,0,1,0,59.95799251830162
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.12854766845703,166348400,2.5629622375112717,2.304622755141219,61.92951280643733,0,0,1,0,59.60351765898697
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,76.8986587524414,135178400,2.6182457393060474,2.3673473519741846,65.6890350760175,0,0,1,0,61.00784483401386
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.45433044433594,101729600,2.5954256321546296,2.4129630080102737,63.98095787780074,0,0,1,0,60.65531478056778
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,77.94121551513672,111504800,2.669422049163117,2.4642548162408424,67.06686953299376,0,0,1,0,61.83494889823868
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.36011505126953,102688800,2.6495112010177877,2.5013060931962317,64.7327614446549,0,0,1,0,61.37394123842761
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.85819244384766,81803200,2.6444016049221233,2.52992519554141,65.83047907614767,0,0,1,0,61.76909150558911
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.3308334350586,125522000,2.5671857331820576,2.53737730306954,63.57412746717824,0,0,1,0,61.35069814822941
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.66775512695312,112945200,2.504954145989444,2.530892671653521,64.41333290973729,0,1,0,-1,61.35069814822941
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.70193481445312,133560800,2.4304430333886984,2.5108027440005567,64.50269244067178,0,0,0,0,61.35069814822941
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.62625885009766,153532400,2.3381857370669934,2.4762793426138443,64.11880099034809,0,0,0,0,61.35069814822941
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.5809097290039,80791200,2.317235669255112,2.444470607942098,66.8025328432405,0,0,0,0,61.35069814822941
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,78.94468688964844,87642800,2.3041294593272994,2.4164023782191384,67.79117250735828,0,0,0,0,61.35069814822941
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.37926483154297,104491200,2.303101726813395,2.3937422479379897,68.97967577214271,0,0,0,0,61.35069814822941
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.69564819335938,87560400,2.2202101373565313,2.359035825821698,64.92146242606276,0,0,0,0,61.35069814822941
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,80.93698120117188,137250400,2.313041821346289,2.3498370249266163,70.95481555281799,0,0,0,0,61.35069814822941
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.41551971435547,95654400,2.3985018954127924,2.3595699990238517,72.05976851911133,1,0,1,1,61.35069814822941
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,83.9864730834961,147712400,2.6481244146199856,2.4172808821430785,77.10012821693172,0,0,1,0,63.288030341488636
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.1472396850586,166651600,2.9900154056402215,2.5318277868425074,80.3143842449129,0,0,1,0,64.91627380991059
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.01126861572266,201662400,2.885969661532414,2.602656161780489,62.291290990671015,0,0,1,0,61.79961513107478
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.71930694580078,200146000,2.8293984336110896,2.6480046161466095,63.78938873640868,0,0,1,0,62.33316234733472
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.74231719970703,138808800,2.836393691950221,2.685682431307332,65.89746823165147,0,0,1,0,63.10404815555825
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,85.96165466308594,165428800,2.990832710869583,2.7467124872197823,69.98054915027198,0,0,1,0,64.77644555190247
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.84203338623047,114406400,3.0679764935439806,2.810965288484622,69.49751367007484,0,0,1,0,64.68629607749762
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.87621307373047,96820400,3.096246398958087,2.868021510579315,69.56216629452285,0,0,1,0,64.71205627857941
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.38545227050781,264476000,3.0430246611622636,2.9030221406959047,67.35502421415617,0,0,1,0,64.34225028815833
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.61947631835938,135445200,3.149126885483909,2.952243089653506,71.7493561832275,0,0,1,0,66.0256861664831
2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.48968505859375,212155600,3.349131528735427,3.0316207774698904,74.80676369473514,0,0,1,0,67.43499038447266
2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,87.91002655029297,192623200,3.3386322188616333,3.0930230657482394,68.10254195808045,0,0,1,0,66.2446254169155
2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.07705688476562,137522400,3.3876867840021987,3.1519558093990314,70.2255852189056,0,0,1,0,67.12406004107505
2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.34010314941406,205256800,3.163952647512474,3.15435517702172,60.11955274965037,0,0,1,0,65.06162130890897
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.32996368408203,130646000,3.1151414200214873,3.146512425621674,64.15799856626828,0,1,0,-1,65.06162130890897
2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.06729125976562,140223200,3.1016265193251797,3.1375352443623754,65.55011259477679,0,0,0,0,65.06162130890897
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,88.89883422851562,110737200,3.04193101830343,3.1184143991505864,64.92959344561412,0,0,0,0,65.06162130890897
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,88.89883422851562,114041600,2.960495158319972,3.0868305509844634,64.92959344561412,0,0,0,0,65.06162130890897
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.27689361572266,118655600,3.0571997256560053,3.080904385918772,69.63534241606838,0,0,0,0,65.06162130890897
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,90.9936752319336,112424400,3.0749915532343977,3.0797218193818976,68.45721744972857,0,0,0,0,65.06162130890897
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.11293029785156,117092000,3.2269936475409082,3.1091761850136996,72.24164389560566,1,0,1,1,65.06162130890897
2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,93.51335144042969,125642800,3.342015595926071,3.1557440671961743,72.90314712955019,0,0,1,0,65.34140737851027
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.67692565917969,90257200,3.407408341775948,3.2060769221121292,73.18429072749188,0,0,1,0,65.4557062875543
2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.2447738647461,191649200,3.38451218407198,3.2417639745040994,71.08590947012803,0,0,1,0,65.15374662527657
2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.7878189086914,170989200,3.4540436916635855,3.2842199179359968,73.95725217525472,0,0,1,0,66.23193821995486
2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.4397201538086,153198000,3.522405145202427,3.331856963389283,75.08301416839161,0,0,1,0,66.68743660531804
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.26532745361328,110577600,3.4398974421603157,3.35346505914349,69.27339941428303,0,0,1,0,65.86685228127378
2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.07489013671875,92186800,3.32049801321358,3.346871649957508,68.34981471869042,0,1,0,-1,65.86685228127378
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.05741119384766,90318000,3.3510482434332545,3.3477069686526573,72.46543233865324,1,0,1,1,65.86685228127378
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,94.7316665649414,103433200,3.228504572795657,3.323866489481257,66.26044018184324,0,1,0,-1,65.86685228127378
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,94.99781036376953,89001600,3.117440318233605,3.282581255231727,66.87362964110565,0,0,0,0,65.86685228127378
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.67382049560547,197004400,2.6417070662021302,3.1544064174258075,50.73854427503045,0,0,0,0,65.86685228127378
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.44921112060547,185438800,2.2205288138727894,2.967630896715204,50.062785214816536,0,0,0,0,65.86685228127378
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.59288787841797,121214000,2.0403403717332225,2.782172791718808,56.07519641842511,0,0,0,0,65.86685228127378
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.07180786132812,103625600,1.7516707239937261,2.5760723781737918,51.35077853741679,0,0,0,0,65.86685228127378
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.81752014160156,90329200,1.6481354569027218,2.390484993919578,55.93891530016094,0,0,0,0,65.86685228127378
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,93.94060516357422,158130000,1.6399739254126047,2.2403827802181837,58.641402721493435,0,0,0,0,65.86685228127378
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.77513122558594,374336800,2.4181952205511976,2.2759452682847865,73.7970482269169,1,0,1,1,65.86685228127378
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.3900146484375,308151200,3.2139445523644667,2.4635451251007225,76.28538457158602,0,0,1,0,67.52653939524761
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.10050964355469,173071600,3.858802995879998,2.742596699256578,76.92653620896596,0,0,1,0,67.9774917232562
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,107.48871612548828,121776800,4.3517683359041825,3.064431026586099,77.28785462747112,0,0,1,0,68.22388747850316
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.23890686035156,202428800,4.994726434547971,3.4504901081784736,80.46961501087334,0,0,1,0,70.60416666600221
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.70980072021484,198045600,5.218985008272,3.8041890881971794,72.52036224094238,0,0,1,0,68.87474758121944
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.2898941040039,212403600,5.464042295812064,4.136159729720156,74.1144259038212,0,0,1,0,69.87582817211856
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.00987243652344,187902400,5.326334487423196,4.374194681260764,65.60650927134421,0,0,1,0,67.79773031651364
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.5662612915039,165598000,5.447716466220399,4.588899038252691,69.67176658127688,0,0,1,0,70.05094078080717
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,112.52302551269531,210082000,5.640278227771262,4.799174876156406,71.65681217570861,0,0,1,0,71.29067070659485
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,112.4227523803711,165565200,5.718692318599295,4.983078364644984,71.39888492202569,0,0,1,0,71.22713398039491
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.12921142578125,119561600,5.691025709636605,5.124667833643309,70.59791859430521,0,0,1,0,71.04117259984902
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.0635757446289,105633600,5.6806770799107795,5.235869682896803,71.68678652756273,0,0,1,0,71.63314477441929
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.20543670654297,145538000,5.619398802166103,5.3125755067506635,71.85719958564417,0,0,1,0,71.72302311319338
